0x0004b460 設定を変更することができます。
0x00791524 誰か、相手になってくれると
もっといいんだけど…。
0x00791557 うりゃぁぁぁぁ！
小金井！
ここに居たんかぁ！！
0x00791588 あれっ、土門兄ちゃん！？
どうしたの？
0x007915af お前の鋼金暗器とオレの
嘴王とどっちが強いか
試しにきたぜ！
0x007915ec そんなの当然ジャン！
ボクの鋼金暗器のほうが
強いよ！
0x00791623 わはははは！
そうじゃぁねえってことを
教えてやる！　勝負じゃぁ！
0x00791666 しょうがないな。
でも、まぁ、いっか！
エンリョなくいくよっ！！
0x007916a7 やっぱ嘴王の方が
強かったな！
じゃあ、またな！
0x007916d8 えええ〜〜っ！！
0x007916e9 だから、いったじゃんかぁ。
嘴王じゃ、無理だよ！
0x0079171a ぬぉおおお！
そんな魔導具、反則じゃあ！
0x00791743 ずいぶん器用に
戦えるモンじゃな。
小金井よ。
0x00791772 その器用さがあれば、
鋼金暗器も使いこなせる
じゃろうて。ホッホッホ。
0x007917b9 小金井は
「大鋏」（%B%P6Ｒ＋→＋Ｂ%S%P7）が
使えるようになった！
0x007917fc ずいぶん元気な
戦い方じゃな、小金井よ。
0x00791825 次に土門と勝負する時には
ワシのリクエストを
聞いてくれんか？
0x00791864 パワーゲージＭＡＸで
勝利のフィニッシュを
してくれんかのォ？
0x007918a3 そのほうがもっと、お主
らしいと思うんじゃがの。
ホッホッホ。
0x007918e2 今日はけっこう
頑張っちゃったな！
0x00791905 修行はこのへんにして
そろそろ帰ろっかな…。
0x00791932 たぁーっ！！
0x0079193f うわっ！　何！？　何！？
0x00791958 どーだ！
風子ちゃんの力！！
0x00791975 カオリンも
頑張らないとダメだぞ！
じゃあね！
0x007919a4 風子姉ちゃん…？？
な…、
なんだったんだ…？
0x007919d3 あれっ、おかしいなあ…。
まだ努力が足りないか。
もっと鍛えないと！
0x00791a18 いきなり何だよ！
風子姉ちゃん！！
0x00791a3b カオリン、
しっかりやってるかなーっと
思って。ははは。
0x00791a74 かんべんしてよー。
0x00791a87 戦いにも慣れたようじゃな。
スピードも技も
たいしたものじゃ！
0x00791ac6 この調子で
魔導具を使いこなして
行くのじゃぞ！
0x00791af7 小金井は
「三日月」（%B%P6Ｒ＋↓＋Ｂ%S%P7）が
使えるようになった！
0x00791b3c オッス！　小金井！
相変わらず、よく動いて
戦っておるのォ！
0x00791b79 ワシからのリクエストじゃ！
次に風子と勝負する時には
必殺技も使いつつ、
0x00791bc2 パワーゲージＭＡＸで
勝利のフィニッシュを
してくれんかの？
0x00791bff お主ならできるよのォ！
期待しておるぞ！
0x00791c28 オレ…。
絶対、助け出すからね。
待っててね！　柳ちゃん…！
0x00791c65 今日の修行、
もうちょっとやったほうが
いいかな……。
0x00791c9c あれ？
水鏡兄ちゃん
どうしたの？
0x00791cbf 小金井のところに
裏麗の奴らが
来なかったか？
0x00791cee いいや、誰も来ないよ。
0x00791d05 それならいい。
邪魔したな。
0x00791d22 待ってよ！
今、訓練しなおして
たんだけどさ…。
0x00791d53 相手がいないと
身が入らなくて…。
ちょっと相手してよ！
0x00791d8c やるからには
手加減しないぞ。
0x00791dab そうこなくっちゃ！
それじゃ、いくよ！
0x00791dd2 常に気を引き締めていないと
ＳＯＤＯＭへ行く前に
やられるぞ！
0x00791e11 わかった！　頑張るよ！
0x00791e28 いつもと違うなぁ、
水鏡兄ちゃん…。
0x00791e4d 具合悪いの？
また日をあらためて
勝負しようね！
0x00791e7e たいした腕じゃ！　小金井！
鋼金暗器が
輝いて見えるワイ！！
0x00791ebb お主が、飛び道具を
使いこなせば、さらに
強くなるじゃろう！
0x00791ef8 小金井は
「暗」（%B%P6Ｒ＋←＋Ｂ%S%P7）が
使えるようになった！
0x00791f39 ヨォ！　小金井！
戦いっぷりも、ずいぶん
よくなってきたぞ！
0x00791f76 次に水鏡と勝負する時は
今、ワシの言うことを
思い出してみるのじゃ！
0x00791fbb 必殺技を使いつつパワー
ゲージＭＡＸで勝利の
フィニッシュをしてみよ！
0x00792002 相手を圧倒するのも
戦いのワザと
いうものじゃからな！
0x00792039 ……。
どうしてるかなあ、
紅麗……。
0x00792060 あーあ。
大事な時なのに、
修行に身が入らないや……。
0x00792097 烈火兄ちゃんのところに
行ってみようかな。
0x007920c2 烈火兄ちゃん！
えっと……ね。
……。遊びに来たよ！
0x007920f7 オッス！
…ん〜？
どうした？　薫……？
0x00792120 ははーん！　さては、お前、
紅麗の事で悩んでるだろ！
しょうがねえな！
0x00792167 え？
わかるの？
烈火兄ちゃん！？
0x0079218a 当たり前ぢゃ！
オラ！
0x007921a1 オメーが紅麗と
渡り合えるかどうか
ためしちゃる！　来い！
0x007921dc くよくよ考えてても
しかたねーぞ！
0x007921ff くそーっ！！
0x0079220c どーだ！
戦って、
少しはすっきりしたか？
0x00792237 いろいろ考えても
仕方ねーんじゃねえか？
0x00792260 …うん。
そーだね。
ありがと！　烈火兄ちゃん。
0x00792291 でも、烈火兄ちゃん…。
前より
弱くなってない？
0x007922c2 なんじゃと、こらーっ！
0x007922d9 よし！
修行もしたし、
これでいいかな。
0x00792302 柳ちゃんを助けなくっちゃ！
さあ、
集合場所へいくぞっ！
0x00793233 &S&よおし！　ＣＤを
手に入れて、柳ちゃんを
助けなくっちゃ！！
0x00793273 おい！　小金井！
0x00793284 お前だってば！　おい！！
0x0079329d なんだ！？
このオレが…２人！？
0x007932be そう簡単にＣＤは
集まらないよ！
0x007932df この先に行きたかったら
オレを倒してからだ！
0x0079330c ふーん。
鋼金暗器まで
真似てるんだ…。
0x00793335 いいよ！　勝負しよっ！
本物の鋼金暗器の力を
教えてあげる！
0x00793372 これはこれは、小金井殿。
月白殿の話とずいぶん
違うでゴザルな…。
0x007933b5 某に負けるようでは
ここから先に行っても
駄目だと思うでゴザルよ…。
0x007933fa な……におぉーっ！！
0x0079340f にゃはーっ！！
どう！？　まだやる！？
0x00793436 まいった！　まいった！
もう、かんべんでゴザル…
0x00793467 魔導具を上手に
使いこなすでゴザルな。
さすが小金井殿。
0x007934a0 ＳＯＤＯＭへ来てたんだ？
何やってんの？
0x007934c9 小金井殿たちの
応援に来たでゴザルよ。
0x007934f0 よいか、小金井殿。
0x00793503 ここから先は本当の敵が
たくさん居るでゴザル。
気をつけて進んで下され。
0x0079354c わかった！　ありがとう！
烈火兄ちゃんにも
伝えとくよ！　じゃあね！
0x00793591 あれ？　分かれ道だ。
んー、
どっちへ行こうかな？
0x007935c4 %T0バイオノイドドームへ向かう
パルテノンへ向かう
0x007935f6 決めた！
こっちへ行こう！
0x00793611 うわー。
この部屋、
血の臭いがする…。
0x0079363a ようこそ、ＳＯＤＯＭへ。
0x00793653 私の名は蛭湖。
「死四天」のメンバーだ。
0x0079367c オレは小金井。火影の
メンバーだ。柳ちゃんを
返してもらいに来たよ。
0x007936c1 …そうか。君が、麗に以前
所属していたという
小金井薫か。
0x007936fc 柳ちゃんが
さらわれたこととは
カンケーないでしょ。
0x00793731 ＣＤ持ってるなら
渡してもらうよ！
0x00793754 私は裏麗「死四天」の一員。
麗を抜け出した君を
倒すことも、また私の使命。
0x0079379f 見極めてみたい。我ら裏麗を
敵としてまでも戦う、
君の強さの根源を！
0x007937e4 いくぞ！　火影の者！！
0x007937fb 任務完了…
この程度か……
0x00793816 がは…っ！
つ…、強いっ…！
0x00793833 行け…私の完敗だ…
0x00793846 ＣＤは無いみたいだね。
あのさ、ここに血のビン
置いていくから使いなね！
0x0079388f ………。
0x00793898 また、あそぼーねっ！！
じゃぁね！！
0x007938bd まっててね！　柳ちゃん！
オレがＣＤみつけて
助けてあげるからね！！
0x00793902 ん……？
な、なに！？
この…殺気…！！！
0x0079392d お前！　誰！？
フーッ！！
火影の　者…？
0x00793958 コイツも…敵…！？
裏麗なのか…！？
0x0079397d 判る！　お前　火影！！
エモノ　見つけた！！
狩る！！
0x007939b4 なっ、なんだよ！
オレは先に行かなくちゃ
ならないんだ！
0x007939ed こんな所でやられる
わけにはいかないの！！
邪魔すんなよ！！
0x00793a2a 倒す！　火影！
エモノ！　お前！　倒す！
ヒャヒャヒャヒャッ！！
0x00793a6b ヒャヒャヒャヒャ！
久しぶり！　楽しい！！
火影！　倒した！　倒した！
0x00793ab2 ううっ……！！
0x00793ac1 ふーっ！
0x00793aca 動いたらおなか
空いちゃった。ポケットに
まだ、何かあったかな。
0x00793b0b ま、いいや。
先行こうっと！
0x00793b28 オォオォオォ…！！！
オレ　負ける　ない！！
グハッ……
0x00793b61 また、分かれ道か。
今度はどっちへ
行こう？
0x00793b8e %T0研究所へ向かう
貯水池へ向かう
0x00793bb0 よし！
研究所へ行ってみよっと！
0x00793bd1 よし！
貯水池へ行ってみよっと！
0x00793bf2 ここか…。
ん！　誰っ！？
0x00793c0d あなたが、火影の
小金井くんですね。
はじめまして。
0x00793c42 ようこそＳＯＤＯＭへ
「死四天」の
キリトと申します。
0x00793c79 お姉ちゃんが…死四天！？
柳ちゃんをさらった
裏麗……なの？
0x00793cb6 なーに、ゆーとんのや…。
0x00793ccf 敵を見かけで
判断したらいかんよ！
小金井くん！
0x00793d00 そ、その声は！？
0x00793d11 ひっさしっぶりやなー！
小金井くん！
元気しとった！？
0x00793d48 なんで、ジョーカーが
こんなところに！？
0x00793d71 戦士が戦場にいるのは
当たり前のことやろ！！
0x00793d9e さ、勝負しよ。
いつかのリターンマッチや！
0x00793dc9 オレ達は柳ちゃんを助けに
裏麗と戦いにきたの！！
0x00793dfa そんなん関係あらへん♪
自分は小金井くんと
戦いにきたんや。
0x00793e37 あなたは、だれですか？
邪魔をするなら
あなたも倒しますよ。
0x00793e74 なんやねん、君。うちらの
勝負が予約済みなんや。
そこで、まっとってな。
0x00793ebd そうはいかないんですよ。
0x00793ed6 ワイは麗十神衆
ジョーカーや！
下がっとれ！
0x00793f03 知りません。
誰ですかあなた？
0x00793f22 よっしゃ、小金井くん。
一対一は次にまわそか。
0x00793f51 …世間知らずに
モノ教えたる！！
0x00793f72 ドドドドドッ！
0x00793f81 ああ！？　なんや！？
何か来るぞ、
小金井くん！
0x00793fb2 オオオオオオオォォ！
0x00793fc7 門都…！？
どうしてここに！？
0x00793fe6 ウオオオォォォ！！
倒す！　倒す！
火影！　倒す！
0x00794019 ははーん！
平等に、二対二やね！
小金井くん！　共闘や！
0x00794052 なんだって！？
0x00794061 自分は、今やって来た
コイツをやる！　君はそこの
女や！　ええか！？
0x007940a6 わ、わかった！
そんじゃぁ！　攻撃目標
キリトちゃん！！
0x007940df あなたの相手は
私じゃありません。
死愚魔がいたします！！
0x0079411a ギョエエエエエエーッ！！
0x00794133 管理局の人に
怒られたじゃない、死愚魔！
0x0079415c 出力、少し下げろって
命令したでしょーっ！？
0x00794189 グギャギャギャー！！
0x0079419e くっ……そぉ……
0x007941af ふう！　なんとかなった…。
鋼金暗器のおかげだ…。
0x007941e2 そうだ…！
ジョーカーは！？
0x007941ff 小金井くーん！
君は終わったみたいやな！
0x00794228 ウオォォォォォッ！！
0x0079423d コイツ、ケッコー
しぶといねん。
先に行っとってエエよ。
0x00794276 用事済ませたら
さっきみたく君にすぐ
追いつくから。
0x007942ab だって…
0x007942b4 ええんや。こんなところで
君の力使わせたくないねん。
ゴキゲンとっとかな♪
0x007942ff ほれ！　ＣＤ落ちとるで！
必要ナンやろ？
これ持って、はよいけ！
0x00794340 う、うん。
0x0079434b 何しとんねん！
こないなヤツ、
一分で終わる！
0x0079437a あとでちゃーんと
タイマン、キメよ！
0x0079439f ……ありがと！
ジョーカー！！
0x007943be 今度はここか…。
0x007943cf 久しぶりだな
小金井……。
0x007943ea こんな形で再会とはなあ。
正直…残念だぜ。
元パートナー。
0x00794425 お前…！
0x0079442e キヒャヒャヒャヒャ！！
なに、マジんなってんだよ！
小金井ィ！
0x0079446d …木蓮！！
0x00794478 オレらに歯向かって、
少女を助け出すだとぉ！？
偽善だ！　自己満足だ！！
0x007944c1 てめえは本気で
クソマヌケだよなァアア！
小金井ィィ！！
0x007944fa いくぜぇ！　小金井！！
お前はこのオレが
倒してやるぜぇぇぇ！！
0x0079453b ぎゃはははは！
やっぱりオレ様は強え！！
最高だぜぇ！！！！
0x00794578 く…そ……っ！
0x00794587 どう言われたって…
柳ちゃんは
返してもらうよ……。
0x007945bc うおおぉぉ…っ！！
このオレ様が…！
ちくしょうっぉぉ！！
0x007945f7 やっと来たァ！　火影の人！
あなたの名前は…
0x00794624 小金井薫！　柳ちゃんを
返してもらいに来たんだ。
先へ行かせてもらうよ！
0x0079466d だーめ！
パパに誰も通しちゃ
いけないって言われてるの！
0x007946a6 邪魔するなら、
お姉ちゃんでも
エンリョしないからね！
0x007946dd エンリョなんて
いらないよォ！　そんなの
つまんないモン！　キャハ！
0x00794722 パパ！　見ててね！
今から、火影の人
やっつけちゃうから！！
0x0079475f やったァ！
パパ！　みててくれたァ！？
倒したよー！！
0x00794796 くっ……
0x0079479f 通させてもらうよ。
はやく、柳ちゃんを
助けなくっちゃ！
0x007947d8 痛いよォ…
パパ…痛いよォ…
0x007947f5 よくぞ、そこまで
鋼金暗器を使いこなす
腕を持ったな、小金井よ。
0x00794836 鋼金暗器も喜んでおるワイ。
最後の技も、お主のもの！
可もなく不可もなく、ぢゃ！
0x00794887 小金井は
「無」（%B%P6Ｒ＋↑＋Ａ%S%P7）が
使えるようになった！
0x007948c8 お主は、鋼金暗器を
よく使いこなしておるが
一言、言わせてもらうぞ！
0x0079490d まず、会得できる必殺技は
全て身につけて
おくべきじゃ！
0x00794946 しかし、煉華相手には
あえて、その全ての必殺技を
使わずに勝利してみよ！
0x0079498f そうすれば、
鋼金暗器の大切さを
思い出せるはずじゃ！
0x0079524a 森光蘭！
柳ちゃんを
返してもらうよ！
0x00795271 誰だ？
私の邪魔をする奴は。
0x0079528e 柳ちゃんは
どこにいるの！？
0x007952ab 小ざかしいゴミがぁ。
治癒の娘ならば
とっくに喰らったわ！
0x007952e6 そして私は最強の力を得た…
もう、怖いものなどない！！
0x0079531d なんだって！？
0x0079532c 落ち着いて！　薫くん！
柳ちゃんは、まだ
生きている！
0x00795363 森光蘭に捕らわれ、
回復力を奪われてる
だけよ！
0x00795394 今、森光蘭を倒せば
まだ助けだせるわ！！
0x007953bd わかった！！
よおーし！
森光蘭はオレが倒す！！
0x007953ee 兄ちゃんたち！
柳ちゃんを頼むね！
0x00795411 よっしゃ！
まかせとけ！！
0x0079542c なかなかやるではないか。
さすが、火影と
いったところか。
0x00795467 だが所詮は下等生物。
もはや
私の相手ではない！！
0x0079549a フハハハハ！！
お前も私の身体の
一部にしてやろう！！
0x007954d1 そして私は、
最強の存在へと
生まれ変わるのだ！！
0x00795504 世界をわが手中に
収めるのも時間の問題だ！！
ガハハハハハ！！
0x00795543 ウォォォ！！
私はまだ、やられるわけには
いかんのだ！！
0x0079557c ギャアアア！！　痛い！！
ハァ！　ハァ！　ハァ！
0x007955ad 煉華！　煉華は何処だ！？
私を助けるのだ、煉華！！
0x007955e0 お前を助ける仲間なんて
もういないよ。
0x00795607 烈火兄ちゃん、
どうする？
0x00795622 過去の悪夢からの呪縛を
解き放つ時じゃ！
とどめをさせ！　烈火！！
0x00795665 森光蘭を
倒すのじゃ！！
0x0079567e くそおおおおぉっ！！
またしても、
私はやられるのか！？
0x007956b7 いや…！
治癒の娘が生きてる限り…！
何度でもやり直しはきく！！
0x007956f8 お前らを倒せないのは
残念だが…。ここは再び
時を待つとしよう……！！
0x0079573f ふはははははは！！
0x00795752 まっ！？
待ちやがれーっ！！
森光蘭！！
0x0079577b 逃がしませんよ…、
森光蘭……。
0x0079579c 紅麗！？
0x007957a5 何！？　貴様…！！
ちっ…！！
なんということだ…！
0x007957da 烈火…！
だから貴様は甘いのだ…。
0x007957fd 何をモタついている。
火影も、しょせん、
ゴミの集まりか！？
0x0079583a 森光蘭の次は、
貴様らだ！
命は無いぞ！！
0x00795865 なんだと！？
0x00795872 さあ、森光蘭…。
倒してさしあげましょう…！
0x0079589f うっ。%/うっ。%/紅麗%/
助けてくれ！！%/
また、一緒に！！
0x007958da うぎゃああああああ！！
0x007958f1 火影…！！
次はお前たちだ。
無能どもを潰してやる…！！
0x0079592a 待って！　紅麗！！
話したいことがあるんだ！！
0x00795959 みんな！
紅麗とはオレが戦う！
0x00795978 烈火兄ちゃん！
柳ちゃんを
連れて脱出して！
0x007959a5 いや、ここはオレが…！
0x007959bc %T1薫くんの言うことを
ききなさい！%/
烈火！
0x007959ea おお！
じゃぁ任せたぜ、小金井！
0x00795a0b 柳ちゃんを頼んだよ！
烈火兄ちゃん！！
0x00795a32 フン…。
貴様が私の相手をすると
いうのか…。小金井…。
0x00795a6b 話があるんだ。紅麗…。
オレ、紅麗のこと
本当の兄ちゃんと思ってた。
0x00795ab0 オレ、ガキだから
わかんないんだ。
紅麗の本当の気持ち。
0x00795ae9 本当の紅麗は優しいんだ！
オレ、知ってるもん！！
今はそれを隠してるだけだ！
0x00795b36 オレは信じないぞ！
今の紅麗はウソツキだ！！
0x00795b63 くだらん！！
何かと思えば、
それが話か…。
0x00795b90 だから貴様は
子供だというのだ…。
0x00795bb3 ……！！
0x00795bbc お前の信じた男、烈火は今、
何処に居る？　のうのうと
外へ逃げたではないか。
0x00795c09 我が身を案じて
仲間とやらとともに
お前を見捨てて逃げたのだ！
0x00795c48 違う！
烈火兄ちゃんは
そんな奴じゃない！！
0x00795c75 どこまでも子供だな。
目障りだ。
消し去ってやる。
0x00795ca8 紅麗！！
0x00795cb1 ううっ…！
オレ、勝ったのか…？
紅麗に…。
0x00795cde あわわわ！
崩れるよ、ここ！
外へ出なきゃ！
0x00795d0b 紅麗は…居ないや……。
0x00795d22 あっとっと！
とにかく
脱出しよう！！
0x00795d49 クッ。所詮は無能どもの
集まりだったか。
次は烈火！　お前だ！！
0x00795d8a よっしゃ！　いくぜ！
0x00795d9f 裂神！　頼むぜっ！！
行けぇーっ！！
0x00795dc4 うぎゃあああぁぁぁ！！
0x00795ddb 烈火！　柳ちゃんを！！
0x00795df2 判ってる！！
姫！！
0x00795e07 崩れ始めてるっ！！
早く、逃げないと
危険だよ！！
0x00795e3a よし！
姫は無事だ！！
外へ脱出するぞっ！！
0x00795e67 姫！　大丈夫か！？
0x00795e7a ………。
0x00795e83 姫…！　姫ェッ！！
0x00795e96 烈火…くん…！！
0x00795ea7 大丈夫！？
柳ちゃん！！
0x00795ec0 うん！
ありがとう、薫くん！！
0x00795edf へへっ！
よかった！！
0x00795ef6 小金井！
紅麗はどうした！？
0x00795f13 紅麗は…。
勝負がついたあとで、
居なくなっちゃった。
0x00795f4a そうか…。
0x00795f55 あいつのことだから
きっとしぶとく
生きてるだろうな…！
0x00795f8e 薫くん、頑張ったわね。
0x00795fa5 あなたのおかげで
森光蘭を
倒すことができたわ。
0x00795fd6 あはは！
まぁねっ！！
0x00795fed 土門兄ちゃんや
烈火兄ちゃんとは
違うから！！
0x0079601c なんじゃと！　固羅！
もっぺん言ってみぃ！
小金井！！
0x00796053 本当のことじゃないか。
なぜ怒る？　土門。
0x0079607e 本当ぢゃないだろが！
水鏡！
0x0079609b なんだ。やるのか？
0x007960ae ホラホラ！
柳を助けたってのに
なに、騒いでんのよ！
0x007960e3 本当にありがとう。
薫くん…！！
0x00796104 あはは！
仲間だもん、当然だよっ！
ね！　烈火兄ちゃん！！
0x0079613f そうぢゃ！
よくやったぞ！　小金井！
0x00796164 さあ、みんな！
こんな所、おさらばぢゃ！！
帰ろうぜ！
0x0079711b (C(紅麗様。
森光蘭の居場所が
わかりました。
0x00797149 そうか。
0x00797152 火影の連中も
動き始めたみたいでっせ。
0x00797179 なんや、
楽しくなりそうですな。
ほな、行きましょか。
0x007971b0 待っているがいい…森光蘭。
そして…。
火影…、烈火よ！
0x007971e9 こないな森ん中に
ＳＯＤＯＭ…。
えらい広いトコでんなぁ。
0x00797224 あの塔がめっちゃ
怪しいですけど…。
0x00797249 手分けをして
進みましょう。
紅麗様。
0x00797270 …好きにするがいい。
0x00797285 それでは…。
0x00797292 ほな。ワイも。
0x007972a1 フ…。
感じるぞ…。
来ているな、烈火…！
0x007972cc 要塞都市か…。
くだらん…。
0x007972e9 これは、これは…。
聞いていた人間とは
違う客人の到着だな。
0x00797326 ……。
0x0079732d 私の名は蛭湖。裏麗
「死四天」のメンバーだ。
君が紅麗だな。
0x0079736a 何を知っている。
0x0079737b 麗十神衆を従えていた
元リーダー。…だが、
それ以外に興味はない。
0x007973be 私が知りたいのは
森様が恐れる…炎の力！
0x007973e7 エリートの証たるその力。
見せてもらおう！！
0x00797414 この私に挑むのか。
愚かな…。
0x00797433 噂の紅麗もこの程度か。
楽しめる戦いは、火影の者に
期待するとしよう。
0x0079747a 裏麗の力は
こんなものか。
0x00797495 森光蘭も
遊びが過ぎるようだ。
0x007974b4 くっ！
六歌仙もだめかっ！？
0x007974d1 どうにもこうにも
やばいでゴザルな…。
0x007974f8 もう　遊ぶ！
やめた！！
……狩る！！
0x0079751f くそっ！
ここまでか…！！
0x0079753a ……！！
感じる　なんだ！？
こいつ！？
0x00797563 息してる　聞こえる！
こっち見てる！
感じる！
0x00797592 出てこい！　お前！　誰！？
危険！！
ここにいる　危険！
0x007975cb ほう。
お前、今までかなりの数の
人間を倒しているな。
0x00797602 お前！　誰！？
何者！？
0x0079761b 紅麗！！
0x00797624 邪魔だ…。
0x0079762f お前　面白い！
でも　オレの相手
ならない！
0x0079765c あははははは！
この程度か。裏麗とは！
0x00797683 最悪でゴザル…。
0x00797694 次は貴様達の番だ。
烈火を助けに
ここまできたのか？
0x007976c9 ご苦労なことだ。
奴にそこまでの
人望があるとは思えんが。
0x00797704 ありますよ。
少なくともあなたよりはね。
0x0079772d ほう。
ならば烈火を心に抱いて
消え去るがいい！
0x0079775e く…
無念……。
0x0079776f 行きましょ！　紅麗はん。
こないな「その他大勢」、
ほっといてもええやろ。
0x007977ba 指図か？
0x007977c3 指図やありません。
助言や。
0x007977e0 その炎使うんは他にいる。
な？
0x007977ff ……行くぞ。
0x0079780c わほーっ！
紅麗さんがゆー事
聞いてくれたーっ！
0x0079783d 助かった……。
最澄！　今の奴は
何者でゴザル？
0x0079786e 前に僕を倒しかけた男です。
今度は命の恩人に
なったみたいですけどね。
0x007978b5 どういうつもりなんだか…。
0x007978d0 あなたは誰ですか？
見たことない人ですね。
0x007978fb お前も裏麗「死四天」、
森の配下か。
0x00797920 火影の人ではないですね。
0x00797939 でも、ここへ来た者を
倒せという命令ですから、
あなたを倒します。
0x0079797c お前が
私を倒すというのか。
0x00797999 いいえ。戦うのは私じゃ
ありません。あなたの相手は
死愚魔がいたします。
0x007979e2 ギョエーッ！！
0x007979f1 でかいな。
だが、ただそれだけのこと。
哀れな生き物だ…。
0x00797a2c 死愚魔、もういいわよ。
たいしたこと
なかったですね。
0x00797a63 わ、私の死愚魔が！？
0x00797a78 死四天とは名ばかりだな。
奴らの足元にも及ばぬ。
0x00797aa9 お前、まだ
生きてやがったのか……。
0x00797ace 海に落ちて
そのまま沈んじまえば
良かったのになァ！
0x00797b03 貴様こそ。いつまでも
飼われる身分からは
変われぬようだな。木蓮。
0x00797b46 うるせぇ！！　今のオレは、
てめぇの知ってる
昔とは違えんだよ！！
0x00797b89 オレの力を
思い知らせてやるぜぇ！
このオレの真の力をな！！
0x00797bc6 身の程知らずが…。
お前に恐怖と言うものを
教えてやろう…。
0x00797c03 弱いなァ、紅麗。
だから言っただろ？
昔のオレ様じゃねえってよ！
0x00797c44 ぎゃあああああ！
炎が！！　炎がぁぁぁ！！
0x00797c6f 二度と姿を見せられぬよう
燃え尽きるがいい！
ハッハッハッハ！！
0x00797cb0 ……！
0x00797cb7 すごいな！！
生きてたんだね！
お兄ちゃん！！
0x00797ce6 ……。
0x00797ced お兄ちゃんの友達って
１０人いたんだよね？
0x00797d18 でも、みんないなくなって、
すっごく友達
へったんだよね？
0x00797d53 ヘンなしゃべり方してる
髪の長い人もさっき
倒されちゃったらしいよ！
0x00797d98 門都くんと一緒に！
0x00797dab ……。
0x00797db2 ちえ。
お返事くらいしてよォ。
つまんないでショーっ！！
0x00797deb ねぇ、お兄ちゃん！
私はお兄ちゃんと紅って人の
分身でしょ？
0x00797e28 でも、お兄ちゃんと
私はあんまり似てないね！
0x00797e55 じゃあ、紅って人が、
私にそっくりなんだ！！
見たい見たい、確かめたい！
0x00797e9e 虫唾が走る……。
その声も…、
その姿も…。
0x00797ecb 同族嫌悪などという
生易しいものではない。
0x00797ef6 貴様が息をしているだけで
不愉快だ。
0x00797f1b なっ！
なによォそれぇーっ！
0x00797f38 慈悲の心だ。
貴様に、望みを
ひとつだけ叶えてやろう。
0x00797f6f 見るがいい。紅の姿を！
0x00797f86 私は選ばれた存在なの！！
またいっぱいいっぱい
パパに誉めてもらうの！
0x00797fcd 煉華はいいコだなァって
頭なでてもらうの！！
0x00797ffa それじゃ、
サ・ヨ・ナ・ラ♪
オニーイチャン！！
0x0079802b キャハハハハ！！
0x0079803c よく聞け。出来損ない。
貴様は烈火にも劣る。
所詮はオモチャだ。
0x0079807d やはり貴様は造りモノ。
何者でも無い。
0x007980a4 怖い…っ！
パパぁ！！
助けて…パパぁ！！
0x007980cf 逃げたか…、まあいい。
どのみち
奴の運命は決まっている。
0x0079810a ……。
雷覇か。
0x0079811b 紅麗様。
御怪我は？
0x00798130 大丈夫だ。
0x0079813b ご無事で何よりです。
森光蘭は
この先に。
0x00798166 ついにこの時が…。
待っていろ。
森光蘭！！
0x00798193 紅麗様。
今一度、二手に。
0x007981ae かまわん。
好きにするがいい。
0x007981cd 御武運を。
0x007981d8 今、行くぞ。
森光蘭…！
0x007981f1 紅麗！！
0x007981fa 小金井か。
なぜ、ここにいる。
0x00798219 オレは火影のメンバーだ。
柳ちゃんを
助けに来たんだ！
0x00798250 ならば、私に用は無いな。
目障りだ。
失せろ。
0x0079827f 待ってくれ！　紅麗！
話があるんだ！！
0x007982a6 邪魔をするな、小金井！
お前と話すことは無い！
0x007982d5 紅麗！
もういいだろう！？
話を聞いてもらうよ！
0x00798306 紅麗様！！
0x00798311 なっ！？
雷覇っ！？
0x00798326 小金井。これ以上
紅麗様に手を出すのなら
君でも許しませんよ。
0x00798365 ぐぅ…ッ！
0x00798370 紅麗様。
ここは一旦
引きましょう。
0x00798395 今は、命を取らずに
おいてやる。
0x007983b6 く…っ、紅麗…！
0x007983c7 火影と共に消し去ってやる。
貴様の順番がくるまで
待っていろ。
0x00798406 探しましたよ。森光蘭。
ついに会えましたね。
0x00798433 来たか…クレイ。
待っておったぞ！！
ついにこの時が来た！
0x0079846e 醜い姿だ。
見るもおぞましい。
0x0079848d 過去を。貴様の全てを。
私のこの手で
消し去ってやろう！！
0x007984c8 真の天堂地獄の力を
見せてやる！！　さぁ来い！
無だ！　無にしてやる！！
0x00798511 これが天堂地獄！
これが力だ！！
うはははははは！！
0x00798546 見ていたか…。
火影の者共よ。
0x00798565 次は…貴様らだ…。
火影！！
0x00798582 オイ、みんな。
姫を頼むぜ。
脱出してくれ！
0x007985af 何、言ってんのさ！？
ひとりで戦う気！？
0x007985d8 烈火兄ちゃん！
0x007985e7 ああ！　そうだ！
コイツとは、オレがケリ
つけなきゃならねえ！！
0x00798628 土門！　水鏡！
姫を頼むぜ！
そこの２人と母ちゃんもな！
0x00798661 …わかった。
行くぞ、みんな！
モタモタすんな！！
0x00798694 柳さんに声をかけるのは
お前の役目だ。
戻ってこいよ。リーダー。
0x007986d5 当たり前ぢゃ！！
0x007986e6 必ず、帰ってきなさい。
烈火…！
0x00798707 おう！！
0x00798710 貴様程度がよくここまで
生きて来れたものだ。
0x0079873d また貴様の顔を見ることに
なるとは、
ウンザリするよ。
0x00798774 そりゃ、
こっちのセリフだぜ！
0x00798793 火影の名を汚す無能共。
約束どおり、
次は貴様らの番だ！！
